textbox22,Textbox9
generated on 20/03/2020 13:55:10 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Malta,European Region of WHO,South West Europe,2019,38,2019-09-16,2019-09-22,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,39,2019-09-23,2019-09-29,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2019,40,2019-09-30,2019-10-06,,210,0,0,6,,0,6,0,0,1,1,7,,No Report
Malta,European Region of WHO,South West Europe,2019,41,2019-10-07,2019-10-13,,160,0,0,1,,0,1,0,0,0,0,1,,No Report
Malta,European Region of WHO,South West Europe,2019,42,2019-10-14,2019-10-20,,240,0,0,1,,0,1,0,0,0,0,1,,No Report
Malta,European Region of WHO,South West Europe,2019,43,2019-10-21,2019-10-27,,140,0,0,0,,0,0,0,0,1,1,1,,No Report
Malta,European Region of WHO,South West Europe,2019,44,2019-10-28,2019-11-03,,130,0,0,1,,0,1,0,0,0,0,1,,No Report
Malta,European Region of WHO,South West Europe,2019,45,2019-11-04,2019-11-10,,190,0,3,3,,0,6,0,0,0,0,6,,No Report
Malta,European Region of WHO,South West Europe,2019,46,2019-11-11,2019-11-17,,240,0,0,5,,0,5,0,0,0,0,5,,No Report
Malta,European Region of WHO,South West Europe,2019,47,2019-11-18,2019-11-24,,240,0,0,3,,0,3,0,0,0,0,3,,No Report
Malta,European Region of WHO,South West Europe,2019,48,2019-11-25,2019-12-01,,210,0,4,0,,0,4,0,0,1,1,5,,No Report
Malta,European Region of WHO,South West Europe,2019,49,2019-12-02,2019-12-08,,280,0,0,1,,0,1,0,0,2,2,3,,No Report
Malta,European Region of WHO,South West Europe,2019,50,2019-12-09,2019-12-15,,200,0,1,2,,0,3,0,0,2,2,5,,No Report
Malta,European Region of WHO,South West Europe,2019,51,2019-12-16,2019-12-22,,290,0,0,7,,0,7,0,0,1,1,8,,No Report
Malta,European Region of WHO,South West Europe,2019,52,2019-12-23,2019-12-29,,210,0,1,12,,0,13,0,0,3,3,16,,No Report
Malta,European Region of WHO,South West Europe,2020,1,2019-12-30,2020-01-05,,250,0,5,12,,0,17,0,0,4,4,21,,No Report
Malta,European Region of WHO,South West Europe,2020,2,2020-01-06,2020-01-12,,360,0,18,20,,0,38,0,0,12,12,50,,No Report
Malta,European Region of WHO,South West Europe,2020,3,2020-01-13,2020-01-19,,360,0,23,29,,0,52,0,0,19,19,71,,No Report
Malta,European Region of WHO,South West Europe,2020,4,2020-01-20,2020-01-26,,340,0,27,31,,0,58,0,0,16,16,74,,No Report
Malta,European Region of WHO,South West Europe,2020,5,2020-01-27,2020-02-02,,330,0,32,21,,0,53,0,0,19,19,72,,No Report
Malta,European Region of WHO,South West Europe,2020,6,2020-02-03,2020-02-09,,350,0,31,27,,0,58,0,0,27,27,85,,No Report
Malta,European Region of WHO,South West Europe,2020,7,2020-02-10,2020-02-16,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2020,8,2020-02-17,2020-02-23,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2020,9,2020-02-24,2020-03-01,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2020,10,2020-03-02,2020-03-08,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2020,11,2020-03-09,2020-03-15,,,,,,,,,,,,,,,No Report
Malta,European Region of WHO,South West Europe,2020,12,2020-03-16,2020-03-22,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,1,2018-12-31,2019-01-06,,26,0,5,0,,0,5,0,0,0,0,5,,No Report
Montenegro,European Region of WHO,South West Europe,2019,2,2019-01-07,2019-01-13,,64,0,22,0,,0,22,0,0,0,0,22,,No Report
Montenegro,European Region of WHO,South West Europe,2019,3,2019-01-14,2019-01-20,,74,0,34,2,,0,36,0,0,0,0,36,,No Report
Montenegro,European Region of WHO,South West Europe,2019,4,2019-01-21,2019-01-27,,155,0,0,0,,86,86,0,0,0,0,86,,No Report
Montenegro,European Region of WHO,South West Europe,2019,5,2019-01-28,2019-02-03,,161,0,31,1,,62,94,0,0,0,0,94,,No Report
Montenegro,European Region of WHO,South West Europe,2019,6,2019-02-04,2019-02-10,,96,0,0,0,,57,57,0,0,0,0,57,,No Report
Montenegro,European Region of WHO,South West Europe,2019,7,2019-02-11,2019-02-17,,83,0,16,1,,24,41,0,0,0,0,41,,No Report
Montenegro,European Region of WHO,South West Europe,2019,8,2019-02-18,2019-02-24,,86,0,0,0,,41,41,0,0,0,0,41,,No Report
Montenegro,European Region of WHO,South West Europe,2019,9,2019-02-25,2019-03-03,,80,0,0,0,,38,38,0,0,0,0,38,,No Report
Montenegro,European Region of WHO,South West Europe,2019,10,2019-03-04,2019-03-10,,78,0,0,0,,33,33,0,0,0,0,33,,No Report
Montenegro,European Region of WHO,South West Europe,2019,11,2019-03-11,2019-03-17,,58,0,0,0,,20,20,0,0,0,0,20,,No Report
Montenegro,European Region of WHO,South West Europe,2019,12,2019-03-18,2019-03-24,,62,0,0,0,,16,16,0,0,0,0,16,,No Report
Montenegro,European Region of WHO,South West Europe,2019,13,2019-03-25,2019-03-31,,38,0,0,0,,8,8,0,0,0,0,8,,No Report
Montenegro,European Region of WHO,South West Europe,2019,14,2019-04-01,2019-04-07,,35,0,0,0,,3,3,0,0,0,0,3,,No Report
Montenegro,European Region of WHO,South West Europe,2019,15,2019-04-08,2019-04-14,,21,0,0,0,,2,2,0,0,0,0,2,,No Report
Montenegro,European Region of WHO,South West Europe,2019,16,2019-04-15,2019-04-21,,21,0,0,0,,2,2,0,0,0,0,2,,No Report
Montenegro,European Region of WHO,South West Europe,2019,17,2019-04-22,2019-04-28,,14,0,0,0,,1,1,0,0,0,0,1,,No Report
Montenegro,European Region of WHO,South West Europe,2019,18,2019-04-29,2019-05-05,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,19,2019-05-06,2019-05-12,,10,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,20,2019-05-13,2019-05-19,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,21,2019-05-20,2019-05-26,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,22,2019-05-27,2019-06-02,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,23,2019-06-03,2019-06-09,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,24,2019-06-10,2019-06-16,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,25,2019-06-17,2019-06-23,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,26,2019-06-24,2019-06-30,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,27,2019-07-01,2019-07-07,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,28,2019-07-08,2019-07-14,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,29,2019-07-15,2019-07-21,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,30,2019-07-22,2019-07-28,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,31,2019-07-29,2019-08-04,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,32,2019-08-05,2019-08-11,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,33,2019-08-12,2019-08-18,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,34,2019-08-19,2019-08-25,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,35,2019-08-26,2019-09-01,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,36,2019-09-02,2019-09-08,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,37,2019-09-09,2019-09-15,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,38,2019-09-16,2019-09-22,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,39,2019-09-23,2019-09-29,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2019,40,2019-09-30,2019-10-06,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,41,2019-10-07,2019-10-13,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,42,2019-10-14,2019-10-20,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,43,2019-10-21,2019-10-27,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,44,2019-10-28,2019-11-03,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,45,2019-11-04,2019-11-10,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,46,2019-11-11,2019-11-17,,13,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,47,2019-11-18,2019-11-24,,22,0,0,0,,0,0,0,2,0,2,2,,No Report
Montenegro,European Region of WHO,South West Europe,2019,48,2019-11-25,2019-12-01,,22,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,49,2019-12-02,2019-12-08,,25,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,50,2019-12-09,2019-12-15,,22,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2019,51,2019-12-16,2019-12-22,,22,0,0,0,,0,0,0,0,1,1,1,,No Report
Montenegro,European Region of WHO,South West Europe,2019,52,2019-12-23,2019-12-29,,16,0,0,0,,0,0,0,0,0,0,0,,No Report
Montenegro,European Region of WHO,South West Europe,2020,1,2019-12-30,2020-01-05,,22,0,2,1,,0,3,0,0,0,0,3,,No Report
Montenegro,European Region of WHO,South West Europe,2020,2,2020-01-06,2020-01-12,,40,0,2,2,,3,7,0,1,1,2,9,,No Report
Montenegro,European Region of WHO,South West Europe,2020,3,2020-01-13,2020-01-19,,53,0,13,1,,1,15,0,4,0,4,19,,No Report
Montenegro,European Region of WHO,South West Europe,2020,4,2020-01-20,2020-01-26,,56,0,4,0,,16,20,0,1,1,2,22,,No Report
Montenegro,European Region of WHO,South West Europe,2020,5,2020-01-27,2020-02-02,,83,0,9,4,,14,27,0,1,6,7,34,,No Report
Montenegro,European Region of WHO,South West Europe,2020,6,2020-02-03,2020-02-09,,82,0,0,0,,35,35,0,0,4,4,39,,No Report
Montenegro,European Region of WHO,South West Europe,2020,7,2020-02-10,2020-02-16,,116,0,0,0,,39,39,0,0,19,19,58,,No Report
Montenegro,European Region of WHO,South West Europe,2020,8,2020-02-17,2020-02-23,,126,0,0,0,,56,56,0,0,21,21,77,,No Report
Montenegro,European Region of WHO,South West Europe,2020,9,2020-02-24,2020-03-01,,157,0,0,0,,55,55,0,0,49,49,104,,No Report
Montenegro,European Region of WHO,South West Europe,2020,10,2020-03-02,2020-03-08,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2020,11,2020-03-09,2020-03-15,,,,,,,,,,,,,,,No Report
Montenegro,European Region of WHO,South West Europe,2020,12,2020-03-16,2020-03-22,,,,,,,,,,,,,,,No Report
Netherlands,European Region of WHO,South West Europe,2019,1,2018-12-31,2019-01-06,,10,0,8,4,,59,71,0,0,0,0,71,,No Report
Netherlands,European Region of WHO,South West Europe,2019,2,2019-01-07,2019-01-13,,23,0,12,13,,87,112,0,0,4,4,116,,No Report
Netherlands,European Region of WHO,South West Europe,2019,3,2019-01-14,2019-01-20,,29,0,14,16,,97,127,0,0,0,0,127,,No Report
Netherlands,European Region of WHO,South West Europe,2019,4,2019-01-21,2019-01-27,,24,0,20,15,,120,155,0,0,0,0,155,,No Report
Netherlands,European Region of WHO,South West Europe,2019,5,2019-01-28,2019-02-03,,26,0,26,11,,276,313,0,0,0,0,313,,No Report
Netherlands,European Region of WHO,South West Europe,2019,6,2019-02-04,2019-02-10,,36,0,24,28,,518,570,0,0,3,3,573,,No Report
Netherlands,European Region of WHO,South West Europe,2019,7,2019-02-11,2019-02-17,,33,0,26,23,,519,568,0,0,1,1,569,,No Report
Netherlands,European Region of WHO,South West Europe,2019,8,2019-02-18,2019-02-24,,26,0,16,18,,568,602,0,0,1,1,603,,No Report
Netherlands,European Region of WHO,South West Europe,2019,9,2019-02-25,2019-03-03,,24,0,9,19,,473,501,0,0,2,2,503,,No Report
Netherlands,European Region of WHO,South West Europe,2019,10,2019-03-04,2019-03-10,,20,0,15,12,,373,400,0,0,1,1,401,,No Report
Netherlands,European Region of WHO,South West Europe,2019,11,2019-03-11,2019-03-17,,18,0,11,20,,351,382,0,0,0,0,382,,No Report
Netherlands,European Region of WHO,South West Europe,2019,12,2019-03-18,2019-03-24,,8,0,5,19,,275,299,0,0,3,3,302,,No Report
Netherlands,European Region of WHO,South West Europe,2019,13,2019-03-25,2019-03-31,,12,0,4,15,,176,195,0,0,0,0,195,,No Report
Netherlands,European Region of WHO,South West Europe,2019,14,2019-04-01,2019-04-07,,13,0,1,21,,139,161,0,0,0,0,161,,No Report
Netherlands,European Region of WHO,South West Europe,2019,15,2019-04-08,2019-04-14,,5,0,0,6,,49,55,0,0,0,0,55,,No Report
Netherlands,European Region of WHO,South West Europe,2019,16,2019-04-15,2019-04-21,,6,0,0,4,,52,56,0,0,0,0,56,,No Report
Netherlands,European Region of WHO,South West Europe,2019,17,2019-04-22,2019-04-28,,2,0,0,6,,54,60,0,0,1,1,61,,No Report
Netherlands,European Region of WHO,South West Europe,2019,18,2019-04-29,2019-05-05,,2,0,0,1,,23,24,0,0,0,0,24,,No Report
Netherlands,European Region of WHO,South West Europe,2019,19,2019-05-06,2019-05-12,,2,0,0,1,,12,13,0,0,1,1,14,,No Report
Netherlands,European Region of WHO,South West Europe,2019,20,2019-05-13,2019-05-19,,1,0,0,0,,13,13,0,0,2,2,15,,No Report
Netherlands,European Region of WHO,South West Europe,2019,21,2019-05-20,2019-05-26,,1,0,0,0,,17,17,0,0,0,0,17,,No Report
Netherlands,European Region of WHO,South West Europe,2019,22,2019-05-27,2019-06-02,,4,0,0,0,,4,4,0,0,1,1,5,,No Report
Netherlands,European Region of WHO,South West Europe,2019,23,2019-06-03,2019-06-09,,3,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,24,2019-06-10,2019-06-16,,2,0,0,0,,6,6,0,0,3,3,9,,No Report
Netherlands,European Region of WHO,South West Europe,2019,25,2019-06-17,2019-06-23,,1,0,0,0,,3,3,0,0,0,0,3,,No Report
Netherlands,European Region of WHO,South West Europe,2019,26,2019-06-24,2019-06-30,,0,0,0,0,,2,2,0,0,1,1,3,,No Report
Netherlands,European Region of WHO,South West Europe,2019,27,2019-07-01,2019-07-07,,0,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,28,2019-07-08,2019-07-14,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Netherlands,European Region of WHO,South West Europe,2019,29,2019-07-15,2019-07-21,,3,0,0,0,,1,1,0,0,0,0,1,,No Report
Netherlands,European Region of WHO,South West Europe,2019,30,2019-07-22,2019-07-28,,1,0,0,0,,2,2,0,0,1,1,3,,No Report
Netherlands,European Region of WHO,South West Europe,2019,31,2019-07-29,2019-08-04,,1,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,32,2019-08-05,2019-08-11,,1,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,33,2019-08-12,2019-08-18,,1,0,0,0,,3,3,0,0,0,0,3,,No Report
Netherlands,European Region of WHO,South West Europe,2019,34,2019-08-19,2019-08-25,,0,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,35,2019-08-26,2019-09-01,,0,0,0,0,,3,3,0,0,0,0,3,,No Report
Netherlands,European Region of WHO,South West Europe,2019,36,2019-09-02,2019-09-08,,3,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,37,2019-09-09,2019-09-15,,5,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,38,2019-09-16,2019-09-22,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
Netherlands,European Region of WHO,South West Europe,2019,39,2019-09-23,2019-09-29,,9,0,0,0,,1,1,0,0,0,0,1,,No Report
Netherlands,European Region of WHO,South West Europe,2019,40,2019-09-30,2019-10-06,,7,0,0,0,,2,2,0,0,0,0,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,41,2019-10-07,2019-10-13,,8,0,0,0,,0,0,0,0,2,2,2,,No Report
Netherlands,European Region of WHO,South West Europe,2019,42,2019-10-14,2019-10-20,,12,0,0,1,,3,4,0,0,1,1,5,,No Report
Netherlands,European Region of WHO,South West Europe,2019,43,2019-10-21,2019-10-27,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Netherlands,European Region of WHO,South West Europe,2019,44,2019-10-28,2019-11-03,,11,0,1,0,,2,3,0,0,0,0,3,,No Report
Netherlands,European Region of WHO,South West Europe,2019,45,2019-11-04,2019-11-10,,12,0,1,0,,3,4,0,0,0,0,4,,No Report
Netherlands,European Region of WHO,South West Europe,2019,46,2019-11-11,2019-11-17,,11,0,1,0,,9,10,0,0,1,1,11,,No Report
Netherlands,European Region of WHO,South West Europe,2019,47,2019-11-18,2019-11-24,,7,0,2,3,,3,8,0,0,1,1,9,,No Report
Netherlands,European Region of WHO,South West Europe,2019,48,2019-11-25,2019-12-01,,9,0,4,2,,21,27,0,0,0,0,27,,No Report
Netherlands,European Region of WHO,South West Europe,2019,49,2019-12-02,2019-12-08,,16,0,1,4,,23,28,0,1,0,1,29,,No Report
Netherlands,European Region of WHO,South West Europe,2019,50,2019-12-09,2019-12-15,,18,0,4,12,,57,73,0,0,3,3,76,,No Report
Netherlands,European Region of WHO,South West Europe,2019,51,2019-12-16,2019-12-22,,25,0,8,13,,87,108,0,0,1,1,109,,No Report
Netherlands,European Region of WHO,South West Europe,2019,52,2019-12-23,2019-12-29,,11,0,5,12,,114,131,0,0,0,0,131,,No Report
Netherlands,European Region of WHO,South West Europe,2020,1,2019-12-30,2020-01-05,,15,0,6,14,,188,208,0,0,1,1,209,,No Report
Netherlands,European Region of WHO,South West Europe,2020,2,2020-01-06,2020-01-12,,29,0,11,19,,209,239,0,1,6,7,246,,No Report
Netherlands,European Region of WHO,South West Europe,2020,3,2020-01-13,2020-01-19,,22,0,9,15,,167,191,0,1,4,5,196,,No Report
Netherlands,European Region of WHO,South West Europe,2020,4,2020-01-20,2020-01-26,,34,0,13,13,,139,165,0,0,3,3,168,,No Report
Netherlands,European Region of WHO,South West Europe,2020,5,2020-01-27,2020-02-02,,48,0,15,21,,210,246,0,3,5,8,254,,No Report
Netherlands,European Region of WHO,South West Europe,2020,6,2020-02-03,2020-02-09,,42,0,4,17,,224,245,0,2,4,6,251,,No Report
Netherlands,European Region of WHO,South West Europe,2020,7,2020-02-10,2020-02-16,,55,0,12,8,,273,293,0,3,4,7,300,,No Report
Netherlands,European Region of WHO,South West Europe,2020,8,2020-02-17,2020-02-23,,47,0,7,10,,247,264,1,2,4,7,271,,No Report
Netherlands,European Region of WHO,South West Europe,2020,9,2020-02-24,2020-03-01,,33,0,6,5,,224,235,0,0,12,12,247,,No Report
Netherlands,European Region of WHO,South West Europe,2020,10,2020-03-02,2020-03-08,,57,0,12,7,,218,237,0,1,16,17,254,,No Report
Netherlands,European Region of WHO,South West Europe,2020,11,2020-03-09,2020-03-15,,,,,,,,,,,,,,,No Report
Netherlands,European Region of WHO,South West Europe,2020,12,2020-03-16,2020-03-22,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,1,2018-12-31,2019-01-06,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,2,2019-01-07,2019-01-13,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,3,2019-01-14,2019-01-20,,25,0,5,1,,1,7,0,0,0,0,7,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,4,2019-01-21,2019-01-27,,19,0,10,2,,0,12,0,0,0,0,12,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,5,2019-01-28,2019-02-03,,50,0,24,2,,2,28,0,0,0,0,28,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,6,2019-02-04,2019-02-10,,67,0,28,2,,5,35,0,0,0,0,35,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,7,2019-02-11,2019-02-17,,113,0,55,10,,12,77,0,0,0,0,77,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,8,2019-02-18,2019-02-24,,115,0,67,8,,2,77,0,0,0,0,77,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,9,2019-02-25,2019-03-03,,100,0,42,7,,6,55,0,0,0,0,55,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,10,2019-03-04,2019-03-10,,84,0,44,5,,6,55,0,0,0,0,55,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,11,2019-03-11,2019-03-17,,84,0,31,2,,6,39,0,0,0,0,39,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,12,2019-03-18,2019-03-24,,51,0,10,7,,6,23,0,0,0,0,23,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,13,2019-03-25,2019-03-31,,22,0,6,2,,1,9,0,0,0,0,9,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,14,2019-04-01,2019-04-07,,18,0,1,4,,2,7,0,0,0,0,7,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,15,2019-04-08,2019-04-14,,17,0,0,2,,0,2,0,0,0,0,2,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,16,2019-04-15,2019-04-21,,9,0,0,1,,1,2,0,0,0,0,2,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,17,2019-04-22,2019-04-28,,6,0,1,1,,1,3,0,0,0,0,3,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,18,2019-04-29,2019-05-05,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,19,2019-05-06,2019-05-12,,16,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,20,2019-05-13,2019-05-19,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,21,2019-05-20,2019-05-26,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,22,2019-05-27,2019-06-02,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,23,2019-06-03,2019-06-09,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,24,2019-06-10,2019-06-16,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,25,2019-06-17,2019-06-23,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,26,2019-06-24,2019-06-30,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,27,2019-07-01,2019-07-07,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,28,2019-07-08,2019-07-14,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,29,2019-07-15,2019-07-21,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,30,2019-07-22,2019-07-28,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,31,2019-07-29,2019-08-04,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,32,2019-08-05,2019-08-11,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,33,2019-08-12,2019-08-18,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,34,2019-08-19,2019-08-25,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,35,2019-08-26,2019-09-01,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,36,2019-09-02,2019-09-08,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,37,2019-09-09,2019-09-15,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,38,2019-09-16,2019-09-22,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,39,2019-09-23,2019-09-29,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,40,2019-09-30,2019-10-06,,,,,,,,,,,,,,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,41,2019-10-07,2019-10-13,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,42,2019-10-14,2019-10-20,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,43,2019-10-21,2019-10-27,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,44,2019-10-28,2019-11-03,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,45,2019-11-04,2019-11-10,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,46,2019-11-11,2019-11-17,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,47,2019-11-18,2019-11-24,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,48,2019-11-25,2019-12-01,,13,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,49,2019-12-02,2019-12-08,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,50,2019-12-09,2019-12-15,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,51,2019-12-16,2019-12-22,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2019,52,2019-12-23,2019-12-29,,11,0,0,1,,0,1,0,0,0,0,1,,No Report
North Macedonia,European Region of WHO,South West Europe,2020,1,2019-12-30,2020-01-05,,0,0,0,0,,0,0,0,0,0,0,0,,No Report
North Macedonia,European Region of WHO,South West Europe,2020,2,2020-01-06,2020-01-12,,18,0,3,0,,2,5,0,0,0,0,5,,No Report
North Macedonia,European Region of WHO,South West Europe,2020,3,2020-01-13,2020-01-19,,40,0,5,4,,3,12,0,6,2,8,20,,No Report
